"","alpha","beta","theta","p","delta1","delta2","delta3","delta4","tau1","tau2"
"799",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"800",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"801",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"802",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"803",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"804",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"805",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"806",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"807",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"808",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"809",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"810",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"811",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"812",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"813",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"814",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"815",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"816",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"817",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"818",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"819",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"820",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"821",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"822",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"823",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"824",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"825",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"826",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"827",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"828",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"829",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"830",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"831",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"832",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"833",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"834",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"835",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"836",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"837",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"838",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"839",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"840",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"841",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"842",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"843",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"844",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"845",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"846",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"847",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"848",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"849",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"850",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"851",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"852",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"853",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"854",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"855",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"856",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"857",0,0.02,0.1,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"858",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"859",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"860",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"861",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"862",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"863",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"864",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"865",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"866",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"867",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"868",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"869",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"870",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"871",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"872",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"873",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"874",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"875",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"876",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"877",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"878",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"879",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"880",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"881",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"882",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"883",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"884",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"885",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"886",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"887",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"888",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"889",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"890",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"891",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"892",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"893",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"894",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"895",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"896",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"897",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"898",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"899",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"900",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"901",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"902",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"903",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"904",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"905",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"906",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"907",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"908",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"909",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"910",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"911",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"912",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"913",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"914",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"915",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"916",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"917",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"918",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"919",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"920",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"921",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"922",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"923",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"924",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"925",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"926",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"927",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"928",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"929",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"930",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"931",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"932",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"933",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"934",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"935",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"936",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"937",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"938",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"939",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"940",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"941",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"942",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"943",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"944",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"945",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"946",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"947",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"948",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"949",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"950",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
"951",0,0.02,0.090483741803596,0.6,0.01,0.05,0.076098649976568,0.010610788180481,0.1,0.00970733351719395
